1;U;greeting()
1;E;greeting()
1;U;question(data)
1;E;prompt(keywords)
1;U;question(data)
1;E;list(keywords)
1;U;set(keywords)
1;E;list(keywords)
1;U;set(keywords)
1;E;prompt(keywords)
1;E;count(data)
1;U;set(keywords)
1;E;list(keywords)
1;U;reject()
1;U;more()
1;E;list(keywords)
1;U;set(keywords)
1;E;list(keywords)
1;U;confirm()
1;E;list(keywords)
1;U;reject()
1;E;list(keywords)
1;U;confirm()
1;E;list(keywords)
1;U;set(keywords)
1;E;list(keywords)
1;U;more()
1;E;list(keywords)
1;U;more()
1;E;list(keywords)
1;U;confirm()
2;U;question(data)
2;E;list(keywords)
2;U;reject()
2;E;list(keywords)
2;U;confirm()
2;E;list(keywords)
2;U;set(keywords)
2;E;list(keywords)
2;E;verify()
2;U;confirm()
2;E;list(keywords)
2;U;set(keywords)
2;E;confirm()
2;E;list(keywords)
2;U;reject()
2;E;list(keywords)
2;U;reject()
2;E;list(keywords)
2;U;set(keywords)
2;E;list(keywords)
2;U;reject()
2;E;list(keywords)
2;U;confirm()
2;E;list(keywords)
2;U;more()
2;E;list(keywords)
2;U;set(keywords)
2;E;list(keywords)
2;U;set(keywords)
2;E;list(keywords)
2;U;set(keywords)
2;E;confirm()
2;E;list(keywords)
2;U;set(keywords)
2;E;list(keywords)
2;U;confirm()
2;U;set(keywords)
2;E;list(keywords)
2;U;prompt(link)
2;E;link(dataset)
3;E;list(keywords)
3;E;count(data)
3;E;list(keywords)
3;E;prompt(keywords)
3;U;set(keywords)
3;E;list(keywords)
3;U;set(keywords)
3;E;list(keywords)
3;U;set(keywords)
3;E;bool(data)
3;E;list(keywords)
3;U;set(keywords)
3;E;bool(data)
3;E;list(keywords)
3;U;confirm()
3;E;list(keywords)
3;E;prompt(keywords)
3;U;confirm()
3;E;count(data)
3;E;list(keywords)
3;E;list(keywords)
3;E;list(keywords)
3;U;set(keywords)
3;E;list(keywords)
3;U;success()
3;E;list(keywords)
3;E;list(keywords)
3;U;success()
4;U;greeting()
4;U;greeting()
4;E;greeting()
4;E;greeting()
4;E;prompt(keywords)
4;E;prompt(keywords)
4;U;question(data)
4;E;list(keywords)
4;U;set(keywords)
4;E;list(keywords)
4;U;question(data)
4;E;prompt(keywords)
4;U;set(keywords)
4;E;confirm()
4;E;list(keywords)
4;U;set(keywords)
4;E;list(keywords)
4;U;reject()
4;U;set(keywords)
4;E;list(keywords)
4;U;confirm()
4;E;list(keywords)
4;U;reject()
4;U;set(keywords)
4;E;list(keywords)
4;E;confirm()
4;U;confirm()
4;E;list(keywords)
4;U;set(keywords)
4;E;list(keywords)
4;U;set(keywords)
4;U;question(data)
4;E;list(keywords)
4;U;confirm()
4;E;link(dataset)
4;E;link(dataset)
4;U;question(data)
4;E;prompt(keywords)
4;E;list(keywords)
4;U;confirm()
4;E;list(keywords)
4;U;success()
5;E;greeting()
5;U;greeting()
5;E;list(keywords)
5;U;question(data)
5;E;list(keywords)
5;E;prompt(keywords)
5;U;set(keywords)
5;E;confirm()
5;E;list(keywords)
5;U;set(keywords)
5;E;top(keywords)
5;U;success()
6;U;greeting()
6;U;question(data)
6;E;greeting()
6;E;list(keywords)
6;E;prompt(keywords)
6;U;set(keywords)
6;E;prompt(keywords)
6;U;set(keywords)
6;E;confirm()
6;E;bool(data)
6;U;question(data)
6;E;prompt(keywords)
6;U;set(keywords)
6;E;list(keywords)
6;U;confirm()
6;E;list(keywords)
6;U;success()
7;U;question(data)
7;U;set(keywords)
7;E;count(data)
7;U;set(keywords)
7;U;set(keywords)
7;E;list(keywords)
7;U;set(keywords)
7;E;list(keywords)
7;U;question(data)
7;E;list(keywords)
7;U;question(data)
7;E;count(data)
7;U;success()
7;E;list(keywords)
8;U;question(data)
8;E;list(keywords)
8;U;question(data)
8;E;list(keywords)
8;U;question(data)
8;E;list(keywords)
8;U;set(keywords)
8;E;bool(data)
8;E;list(keywords)
8;U;confirm()
8;U;set(keywords)
8;U;set(keywords)
8;E;list(keywords)
8;U;set(keywords)
8;E;list(keywords)
8;U;success()
9;E;prompt(keywords)
9;U;set(keywords)
9;E;bool(data)
9;E;list(keywords)
9;U;confirm()
9;E;link(dataset)
9;U;set(keywords)
9;E;list(keywords)
9;E;count(data)
9;U;set(keywords)
9;E;list(keywords)
9;U;set(keywords)
9;E;link(dataset)
9;U;success()
10;U;question(data)
10;E;list(keywords)
10;U;question(data)
10;E;prompt(keywords)
10;U;set(keywords)
10;E;bool(data)
10;U;confirm()
10;E;list(keywords)
10;U;confirm()
10;E;list(keywords)
10;U;set(keywords)
10;E;bool(data)
10;E;prompt(keywords)
10;U;set(keywords)
10;E;confirm()
10;E;count(data)
10;U;confirm()
10;U;question(data)
10;E;list(keywords)
10;U;set(keywords)
10;E;prompt(keywords)
10;U;confirm()
10;U;prompt(keywords)
10;E;list(keywords)
10;E;prompt(keywords)
10;U;reject()
10;E;prompt(keywords)
10;U;set(keywords)
10;E;bool(data)
10;U;confirm()
10;E;bool(data)
10;E;link(dataset)
10;E;prompt(keywords)
10;U;success()
10;E;success()
11;E;greeting()
11;U;question(data)
11;E;list(keywords)
11;E;prompt(keywords)
11;U;set(keywords)
11;E;prompt(keywords)
11;E;list(keywords)
11;U;set(keywords)
11;E;list(keywords)
11;U;set(keywords)
11;E;list(keywords)
11;E;prompt(keywords)
11;E;list(keywords)
11;U;set(keywords)
11;E;bool(data)
11;E;list(keywords)
11;U;success()
12;E;prompt(keywords)
12;U;greeting()
12;E;prompt(keywords)
12;U;question(data)
12;E;count(data)
12;U;set(keywords)
12;E;list(keywords)
12;U;set(keywords)
12;E;bool(data)
12;E;verify()
12;U;reject()
12;E;prompt(keywords)
12;U;set(keywords)
12;E;bool(data)
12;E;list(keywords)
12;U;set(keywords)
12;E;list(keywords)
12;U;set(keywords)
12;U;prompt(link)
12;E;link(dataset)
13;U;greeting()
13;E;greeting()
13;E;prompt(keywords)
13;U;set(keywords)
13;E;confirm()
13;E;prompt(keywords)
13;E;list(keywords)
13;U;confirm()
13;E;prompt(keywords)
13;E;count(data)
13;U;confirm()
14;U;question(data)
14;E;list(keywords)
14;U;set(keywords)
14;E;top(keywords)
14;E;list(keywords)
14;U;set(keywords)
14;E;list(keywords)
14;U;set(keywords)
14;E;count(data)
14;E;prompt(keywords)
14;U;reject()
14;E;prompt(keywords)
14;U;reject()
14;E;list(keywords)
14;U;success()
14;E;verify()
14;U;confirm()
14;E;success()
14;U;success()
15;U;greeting()
15;E;greeting()
15;E;prompt(keywords)
15;U;set(keywords)
15;E;count(data)
15;E;list(keywords)
15;U;set(keywords)
15;E;confirm()
15;E;bool(data)
15;E;prompt(keywords)
15;U;set(keywords)
15;E;bool(data)
15;E;list(keywords)
15;U;confirm()
15;E;list(keywords)
15;U;confirm()
15;E;link(dataset)
15;U;success()
16;E;list(keywords)
16;E;prompt(keywords)
16;U;set(keywords)
16;E;prompt(keywords)
16;U;set(keywords)
16;E;prompt(keywords)
16;U;set(keywords)
16;E;list(keywords)
16;U;confirm()
16;U;set(keywords)
16;E;prompt(keywords)
16;U;set(keywords)
16;E;link(dataset)
16;E;count(data)
16;U;success()
17;U;question(data)
17;E;list(keywords)
17;E;prompt(keywords)
17;E;list(keywords)
17;U;set(keywords)
17;E;list(keywords)
17;U;set(keywords)
17;E;confirm()
17;E;list(keywords)
17;E;verify()
17;U;confirm()
17;E;list(keywords)
17;U;set(keywords)
17;E;confirm()
17;U;set(keywords)
17;E;bool(data)
17;E;list(keywords)
17;U;reject()
17;E;bool(data)
17;U;set(keywords)
17;E;list(keywords)
17;U;confirm()
17;E;prompt(keywords)
17;E;confirm()
17;U;confirm()
17;E;link(dataset)
17;U;question(data)
17;E;list(keywords)
17;U;confirm()
17;U;set(keywords)
17;E;confirm()
17;E;count(data)
17;U;success()
17;E;count(data)
17;U;success()
17;E;success()
18;U;set(keywords)
18;E;confirm()
18;E;list(keywords)
18;E;list(keywords)
18;U;set(keywords)
18;E;confirm()
18;E;count(data)
18;U;success()
19;E;list(keywords)
19;E;list(keywords)
19;E;count(data)
19;U;set(keywords)
19;E;list(keywords)
19;E;bool(data)
19;E;top(keywords)
19;E;prompt(keywords)
19;U;set(keywords)
19;E;prompt(keywords)
19;U;set(keywords)
19;E;confirm()
19;E;bool(data)
19;E;prompt(keywords)
19;U;set(keywords)
19;E;count(data)
19;U;success()
20;E;list(keywords)
20;U;question(data)
20;E;list(keywords)
20;E;top(keywords)
20;E;top(keywords)
20;U;set(keywords)
